weight,quality,color,clarity,depth_percent,table_percent,price,volume
0.55,Ideal,F,VS2,0.617,0.57,7.506,90.0887
0.8,Premium,D,SI2,0.611,0.58,8.033,126.86652000000002
1.13,Ideal,H,SI2,0.616,0.55,8.499,185.394048
0.7,Very Good,F,SI1,0.606,0.6,7.887,113.92877500000002
1.12,Premium,H,SI2,0.621,0.56,8.298,184.4577
0.95,Premium,D,SI2,0.601,0.61,8.376,154.51709
1.49,Very Good,F,I1,0.626,0.536,8.71,243.200776
1.07,Ideal,G,SI1,0.622,0.56,8.622,174.07878399999998
0.7,Very Good,G,VS2,0.634,0.58,7.757,111.324805
1.11,Premium,G,VS2,0.614,0.58,8.785,182.9502
0.5,Very Good,F,VVS1,0.635,0.6,7.59,79.81545600000001
0.57,Premium,G,SI1,0.626,0.56,7.557,91.82381999999998
0.4,Good,E,SI1,0.632,0.56,6.532,64.335075
0.34,Ideal,H,SI1,0.613,0.57,6.265,57.42646
1.0,Very Good,D,VS2,0.612,0.6,8.845,161.06496
0.71,Very Good,I,VS1,0.59,0.57,7.753,119.01707999999998
0.31,Premium,G,VS2,0.622,0.59,6.548,50.31645
1.26,Premium,H,SI2,0.613,0.57,8.756,202.736448
0.46,Ideal,E,VS1,0.603,0.56,7.514,77.21964799999999
0.7,Very Good,F,SI1,0.624,0.56,7.694,113.80392
0.42,Ideal,G,SI1,0.625,0.56,6.851,69.78384
0.37,Premium,F,SI2,0.607,0.57,6.436,60.842628000000005
1.02,Premium,D,VS2,0.615,0.58,8.921,166.85911199999998
0.31,Very Good,G,VVS1,0.596,0.59,6.465,51.14824
0.51,Very Good,G,VS1,0.633,0.56,7.352,82.34934
0.36,Ideal,D,SI1,0.627,0.57,6.497,59.598396
1.07,Ideal,G,SI1,0.619,0.55,8.602,177.45307200000002
0.7,Premium,H,VS1,0.605,0.58,7.716,115.056108
1.21,Ideal,H,VS2,0.629,0.55,8.931,195.534
0.81,Ideal,E,VS2,0.62,0.55,8.171,132.670713
1.0,Very Good,H,SI2,0.625,0.58,8.304,157.51494000000002
0.76,Premium,I,VS2,0.628,0.61,7.685,120.101464
0.33,Premium,G,SI1,0.623,0.59,6.198,53.60190000000001
1.55,Ideal,F,SI1,0.621,0.54,9.423,254.83619000000004
0.25,Very Good,E,VVS2,0.62,0.56,6.328,41.64048
0.39,Premium,D,VS2,0.614,0.6,6.931,64.11176
0.9,Very Good,D,SI2,0.588,0.59,8.201,144.208896
0.32,Premium,G,VS2,0.628,0.58,6.579,50.99591999999999
0.33,Premium,I,SI1,0.604,0.59,6.323,55.7739
0.33,Premium,G,SI1,0.623,0.59,6.447,53.60190000000001
1.01,Premium,G,VS2,0.612,0.59,8.543,160.559672
0.41,Ideal,G,VVS1,0.62,0.56,7.115,68.14368
0.38,Ideal,E,SI2,0.615,0.55,6.402,63.97535200000001
1.07,Premium,I,VS2,0.607,0.58,8.41,177.679476
0.52,Good,E,VS2,0.633,0.56,7.349,84.011008
0.41,Very Good,E,SI2,0.628,0.57,6.526,65.80376000000001
0.61,Ideal,E,VS1,0.617,0.55,7.734,100.464755
1.07,Ideal,E,SI1,0.604,0.57,8.512,172.84025599999998
1.05,Good,E,VS1,0.631,0.59,8.965,170.79084
0.38,Ideal,G,SI1,0.604,0.58,6.489,63.49230000000001
0.32,Ideal,G,IF,0.612,0.56,6.822,52.628400000000006
1.11,Premium,H,SI2,0.598,0.6,8.42,180.26955
1.52,Good,G,VS2,0.633,0.57,9.327,245.859768
0.23,Very Good,E,VVS1,0.61,0.58,6.184,39.039756
0.31,Ideal,F,VS2,0.618,0.53,6.382,51.56136000000001
0.23,Very Good,E,VS1,0.607,0.59,5.996,38.525674
1.07,Premium,E,VS1,0.62,0.6,8.976,172.95201
0.25,Good,F,VS1,0.636,0.57,6.324,41.473024
0.73,Ideal,E,SI1,0.606,0.54,7.938,122.11148
1.01,Good,F,SI2,0.636,0.59,8.342,163.158632
0.31,Premium,E,VVS2,0.614,0.6,6.953,50.522808
0.52,Premium,F,VS2,0.614,0.62,7.381,85.16167200000001
1.61,Premium,D,SI2,0.613,0.58,9.238,261.03848400000004
0.25,Premium,H,VVS1,0.601,0.62,6.358,41.251248
1.17,Ideal,G,VVS2,0.617,0.55,9.099,190.276266
1.51,Premium,J,VS1,0.621,0.58,9.033,249.44512000000003
0.53,Ideal,D,VS2,0.614,0.56,7.414,86.091082
0.32,Ideal,G,SI1,0.613,0.57,6.417,51.72332
1.02,Good,J,SI2,0.631,0.58,8.101,162.201292
1.01,Very Good,F,VVS2,0.618,0.55,9.052,162.44712
0.52,Ideal,E,VS2,0.609,0.57,7.432,86.64959400000001
0.24,Very Good,E,VS1,0.617,0.6,6.064,39.0648
0.7,Fair,E,SI1,0.644,0.53,7.9,112.49172000000002
0.58,Ideal,F,VVS2,0.625,0.56,7.775,93.785352
0.38,Very Good,H,VS2,0.628,0.56,6.551,61.284762
2.0,Very Good,F,SI1,0.636,0.58,9.716,318.76509000000004
1.02,Ideal,D,VVS2,0.62,0.56,9.303,166.6656
0.32,Premium,G,VS2,0.615,0.59,6.33,52.70408
0.41,Good,E,VS2,0.611,0.61,6.89,67.364802
1.09,Ideal,D,SI2,0.624,0.57,8.587,177.24299999999997
1.34,Premium,I,VS2,0.618,0.59,8.818,217.00940800000004
0.73,Ideal,G,VVS1,0.616,0.56,8.272,118.727424
1.07,Ideal,E,SI2,0.617,0.57,8.383,175.51542399999997
1.21,Very Good,I,SI2,0.6,0.58,8.503,199.776928
0.77,Very Good,D,VS2,0.612,0.59,8.157,124.67736000000002
1.16,Ideal,E,SI2,0.599,0.57,8.517,189.21408
0.31,Ideal,E,VVS1,0.61,0.57,6.896,50.02882
0.34,Ideal,D,VS2,0.621,0.55,6.691,55.670612
0.7,Very Good,F,VS2,0.622,0.56,7.751,115.738875
0.58,Ideal,E,VS2,0.606,0.56,7.501,98.01693
0.9,Premium,H,VVS2,0.603,0.61,8.379,146.17
0.4,Ideal,E,VS1,0.617,0.55,7.026,65.96836400000001
0.53,Ideal,G,VS2,0.61,0.55,7.393,87.69664000000002
0.7,Good,I,SI2,0.634,0.59,7.438,112.233272
0.3,Ideal,G,SI1,0.622,0.54,6.168,50.85504000000002
1.19,Ideal,D,VS2,0.604,0.56,8.977,198.529947
0.66,Good,H,VS1,0.598,0.609,7.59,107.895008
0.39,Very Good,H,VS2,0.631,0.58,6.825,63.217094
0.31,Ideal,G,VVS2,0.624,0.56,6.561,51.161548
0.43,Ideal,E,SI2,0.619,0.57,6.574,70.4214
1.02,Premium,G,SI2,0.629,0.59,8.383,164.14463999999998
1.2,Premium,H,SI2,0.625,0.58,8.59,195.190944
0.51,Ideal,G,VVS1,0.61,0.57,7.567,84.790068
0.56,Ideal,D,VS2,0.606,0.56,7.582,92.735604
0.73,Ideal,E,VS1,0.625,0.57,8.082,118.487232
0.56,Premium,G,VS1,0.605,0.59,7.557,89.37792
0.56,Ideal,E,SI1,0.628,0.58,7.487,92.729592
0.47,Good,I,VVS1,0.618,0.62,6.997,75.128508
0.37,Good,F,SI1,0.637,0.55,6.604,60.773895
0.53,Very Good,G,VS2,0.625,0.56,7.279,86.334024
0.32,Ideal,I,VS2,0.616,0.56,6.356,51.797610000000006
1.02,Ideal,H,SI1,0.625,0.57,8.465,166.462572
1.27,Premium,H,VS2,0.589,0.61,8.671,207.345632
0.38,Very Good,G,VS2,0.5920000000000001,0.6,6.641,62.02449000000001
1.01,Premium,I,SI1,0.627,0.6,7.967,157.913712
0.3,Ideal,H,VS1,0.623,0.551,6.29,49.66790400000001
1.1,Ideal,E,SI2,0.616,0.57,8.482,181.85632
0.41,Very Good,G,VS1,0.617,0.57,6.801,66.7527
0.52,Ideal,E,VS1,0.625,0.56,7.419,84.63999600000001
0.7,Very Good,F,VS2,0.623,0.59,7.917,113.28123
1.0,Good,G,VS2,0.638,0.58,8.564,161.871892
0.92,Premium,E,SI1,0.622,0.58,8.408,148.615404
0.75,Good,F,VS1,0.644,0.59,7.991,118.70258400000002
0.41,Ideal,E,SI2,0.628,0.57,6.775,65.80376000000001
0.9,Premium,J,VVS1,0.62,0.58,8.193,144.097629
0.23,Very Good,E,VVS2,0.612,0.6,6.225,38.7472
1.17,Fair,E,VS2,0.645,0.56,8.827,195.2397
1.05,Ideal,E,VVS2,0.624,0.56,9.121,171.79808799999998
0.36,Ideal,E,SI1,0.624,0.55,6.697,58.20178
0.41,Premium,E,SI1,0.628,0.58,6.807,67.092912
0.52,Ideal,E,VS2,0.617,0.57,7.435,83.58339
1.51,Very Good,F,VS1,0.617,0.59,9.645,240.995007
0.31,Premium,I,VS1,0.5920000000000001,0.6,6.443,51.299600000000005
0.71,Very Good,H,SI1,0.615,0.56,7.812,115.898725
0.3,Ideal,E,VS2,0.618,0.55,6.512,50.131008
0.34,Ideal,E,VVS1,0.622,0.56,6.922,55.54579
1.3,Very Good,H,SI1,0.634,0.57,8.749,208.831392
0.71,Ideal,E,VS1,0.62,0.57,8.126,114.284456
1.01,Good,F,SI1,0.639,0.59,8.577,160.203784
1.01,Good,F,VS1,0.612,0.56,8.828,164.57991
0.9,Very Good,H,SI1,0.634,0.58,8.128,146.41026400000004
0.59,Very Good,F,SI1,0.614,0.58,7.375,97.820415
0.41,Premium,F,VS1,0.608,0.58,6.981,66.764712
1.0,Premium,F,VS1,0.613,0.59,8.809,163.56555
0.72,Premium,I,VS2,0.609,0.6,7.703,117.59616
1.01,Good,D,SI2,0.636,0.57,8.375,160.56683999999998
0.53,Ideal,F,VS2,0.618,0.55,7.397,87.40271400000002
0.32,Ideal,H,VS1,0.615,0.57,6.579,52.70408
0.25,Very Good,E,VS2,0.633,0.6,6.001,40.9448
0.91,Ideal,F,SI2,0.617,0.55,8.07,149.6649
1.03,Premium,H,SI2,0.623,0.59,8.313,166.30753199999998
0.31,Ideal,D,SI1,0.623,0.54,6.596,51.278891
0.33,Premium,G,VS1,0.619,0.58,6.501,54.33395
1.53,Very Good,H,VS2,0.622,0.58,9.322,243.7981
0.36,Very Good,E,SI1,0.624,0.55,6.447,58.20178
1.22,Ideal,I,VS2,0.604,0.57,8.913,202.86378
0.31,Premium,H,VS1,0.628,0.58,6.548,49.92273
0.53,Ideal,D,VS2,0.621,0.55,7.579,86.56648000000001
0.72,Ideal,D,VS2,0.605,0.57,8.094,119.230496
1.31,Very Good,H,VS2,0.614,0.59,8.911,209.307384
1.0,Premium,E,VS1,0.604,0.59,8.955,167.747076
1.71,Premium,I,VS2,0.615,0.58,9.118,274.29012
0.53,Ideal,F,SI1,0.6,0.57,7.554,88.54126999999998
0.73,Ideal,E,SI1,0.618,0.56,7.911,120.014846
0.3,Ideal,G,VVS1,0.622,0.57,6.671,49.13787899999999
1.03,Ideal,F,SI2,0.626,0.57,8.149,165.68832
0.33,Premium,D,VVS2,0.626,0.56,6.91,55.372572000000005
0.3,Premium,H,VS1,0.625,0.58,6.515,49.85054199999999
0.56,Very Good,H,SI1,0.632,0.57,7.159,91.506172
0.33,Very Good,E,VVS1,0.615,0.57,7.006,54.700800000000015
0.55,Ideal,D,SI2,0.616,0.56,7.218,91.399968
1.5,Ideal,F,SI1,0.609,0.56,9.079,246.0816
0.35,Ideal,D,VS1,0.614,0.56,6.933,58.34919999999999
1.3,Premium,F,VVS1,0.593,0.59,9.552,212.429736
0.9,Very Good,E,SI2,0.634,0.6,8.114,139.95356199999998
1.19,Premium,I,SI1,0.622,0.58,8.472,191.36082
0.3,Very Good,D,SI1,0.625,0.57,6.314,48.681576
0.7,Good,H,SI1,0.638,0.58,7.633,113.585446
0.31,Ideal,H,SI1,0.613,0.56,6.14,51.296272
0.5,Ideal,G,SI2,0.612,0.56,6.919,83.544615
0.56,Ideal,F,VVS2,0.619,0.56,7.809,92.308384
1.01,Premium,G,VS2,0.616,0.58,8.704,163.46880000000002
0.31,Ideal,D,SI2,0.623,0.56,6.136,51.82416
0.5,Ideal,G,VS1,0.623,0.55,7.465,82.127409
0.4,Very Good,E,VS1,0.603,0.58,6.888,67.0944
1.2,Premium,J,SI1,0.6,0.61,8.459,194.165712
1.06,Ideal,H,VS2,0.624,0.57,8.393,172.059552
1.01,Premium,F,VS1,0.617,0.58,8.905,162.96192
0.56,Ideal,G,SI1,0.612,0.59,7.187,90.665568
0.3,Ideal,G,VVS2,0.625,0.55,6.5,50.3874
1.52,Ideal,F,SI2,0.612,0.57,9.111,249.95197
1.07,Ideal,E,VS1,0.6,0.58,9.105,178.93421999999998
0.7,Very Good,F,VS2,0.622,0.56,7.783,116.47608
0.3,Premium,D,SI2,0.624,0.59,6.353,48.3854
0.52,Premium,G,VVS1,0.5920000000000001,0.58,7.675,88.035552
1.2,Premium,G,VS2,0.623,0.56,8.991,190.7808
0.3,Very Good,I,SI1,0.634,0.57,6.227,48.359475
0.9,Very Good,I,SI1,0.617,0.58,8.094,146.365974
0.42,Ideal,F,VVS1,0.622,0.53,7.109,69.6969
1.5,Ideal,F,VS2,0.604,0.57,9.552,246.652224
0.31,Premium,H,VVS2,0.612,0.59,6.438,50.754564
0.9,Good,G,VS2,0.636,0.59,8.3,142.21784
0.72,Very Good,F,VS2,0.633,0.57,7.983,117.493948
0.31,Ideal,I,SI1,0.62,0.53,6.078,52.300160000000005
0.73,Premium,F,SI2,0.605,0.57,7.763,119.22944
0.28,Ideal,G,VVS1,0.618,0.55,6.477,46.081620000000015
0.34,Very Good,E,SI1,0.603,0.57,6.39,56.59963200000001
0.32,Ideal,D,VVS1,0.615,0.57,7.039,53.817855
0.37,Premium,E,VVS2,0.609,0.59,6.987,60.45093
1.4,Premium,G,SI1,0.625,0.58,9.049,222.683696
0.82,Ideal,D,VS2,0.608,0.57,8.44,133.66507
0.73,Ideal,J,VS2,0.62,0.56,7.722,119.394432
0.7,Very Good,E,SI1,0.632,0.61,7.68,108.104139
1.2,Ideal,G,VVS1,0.631,0.56,9.286,191.46992
1.0,Good,E,SI1,0.593,0.61,8.5,160.982784
0.33,Premium,G,SI1,0.598,0.58,6.447,55.61136799999999
0.33,Ideal,H,VVS1,0.602,0.6,6.548,54.99890799999999
0.81,Ideal,E,SI1,0.613,0.57,8.113,136.01750400000003
1.0,Good,I,VS2,0.617,0.602,8.468,155.77185
0.31,Very Good,E,VVS2,0.605,0.56,6.561,52.590444
1.06,Very Good,G,VS1,0.634,0.57,8.794,171.36360000000002
0.35,Ideal,G,VS1,0.606,0.56,6.56,58.44115999999999
1.0,Premium,E,SI1,0.616,0.59,8.631,161.129452
1.01,Ideal,G,SI2,0.617,0.56,8.357,165.576358
0.39,Premium,G,VS2,0.612,0.6,6.668,63.752832000000005
0.3,Premium,I,VVS1,0.612,0.6,6.564,47.993946
1.01,Ideal,F,VS1,0.617,0.59,8.862,164.138856
1.33,Premium,H,VS2,0.599,0.6,8.797,215.350242
1.53,Premium,J,SI1,0.601,0.59,8.72,254.364
1.11,Very Good,I,SI2,0.626,0.55,8.335,186.51787
1.38,Ideal,J,SI2,0.61,0.56,8.66,231.684024
1.01,Very Good,F,SI1,0.597,0.61,8.497,165.36195500000002
1.3,Premium,F,VS1,0.62,0.58,9.317,205.43094
0.33,Ideal,E,VS2,0.606,0.55,6.583,54.835200000000015
0.75,Very Good,F,SI1,0.634,0.58,7.941,119.92780799999998
0.31,Ideal,J,VVS2,0.62,0.561,6.148,50.014964
0.35,Ideal,G,VS1,0.605,0.57,6.56,57.51563999999999
0.39,Very Good,F,IF,0.599,0.59,7.076,66.62937600000001
0.9,Very Good,H,VS2,0.626,0.59,8.613,143.20829600000002
0.78,Very Good,F,SI2,0.615,0.59,7.744,126.99917999999998
1.01,Fair,D,SI1,0.635,0.58,8.466,158.75
0.58,Ideal,H,SI1,0.616,0.57,7.077,94.80635999999998
0.41,Ideal,I,SI1,0.617,0.55,6.33,67.5432
0.38,Ideal,H,VVS2,0.623,0.5329999999999999,6.724,63.46273500000001
0.73,Very Good,E,VVS2,0.634,0.58,8.164,116.87735999999998
1.03,Ideal,D,SI1,0.624,0.57,8.622,167.91720400000003
0.75,Good,E,VS1,0.631,0.55,8.081,124.09738
0.32,Ideal,E,VS2,0.613,0.57,6.802,53.499680000000005
0.36,Ideal,E,VS2,0.619,0.56,6.671,58.50935999999999
0.34,Ideal,E,VS1,0.62,0.57,6.532,55.221612000000015
0.7,Very Good,G,VS2,0.622,0.61,7.876,107.151356
0.9,Good,E,SI1,0.607,0.63,8.336,137.67367000000002
0.3,Very Good,G,VS2,0.608,0.61,6.265,49.19520199999999
0.92,Ideal,D,SI1,0.623,0.56,8.662,149.48262000000005
1.04,Premium,H,I1,0.616,0.61,8.09,166.09136999999998
0.32,Ideal,F,VS2,0.625,0.56,6.719,52.684720000000006
1.77,Very Good,J,SI2,0.634,0.6,9.019,281.76786
1.15,Very Good,H,VVS2,0.588,0.58,8.824,191.98215
0.76,Ideal,F,VVS2,0.609,0.57,8.22,126.72688399999998
0.91,Good,G,VS1,0.6409999999999999,0.59,8.331,146.58056
1.22,Premium,G,SI1,0.621,0.58,8.772,200.763576
0.73,Ideal,E,SI1,0.605,0.57,7.88,122.11289999999998
0.36,Premium,G,VS1,0.597,0.59,6.588,59.03750399999999
1.58,Premium,I,VS1,0.611,0.59,9.27,255.686016
1.28,Good,H,SI2,0.638,0.55,8.415,202.02966
0.31,Ideal,H,IF,0.623,0.55,6.671,50.7384
0.51,Good,H,VS1,0.594,0.619,7.227,82.96288
0.7,Ideal,I,VS1,0.627,0.57,7.679,113.004234
0.41,Ideal,E,VS1,0.627,0.57,7.05,66.727584
1.1,Premium,H,VS1,0.613,0.58,8.643,179.17198200000004
1.04,Ideal,H,SI1,0.616,0.55,8.773,171.153108
1.51,Ideal,G,VS1,0.619,0.57,9.594,246.13589
0.32,Premium,G,VS1,0.628,0.58,6.719,52.204124
0.58,Premium,E,SI1,0.606,0.56,7.575,95.351892
0.53,Ideal,H,SI2,0.616,0.56,6.96,85.42947600000001
1.6,Ideal,J,VS2,0.621,0.56,9.178,260.863605
0.54,Ideal,H,VS1,0.609,0.55,7.474,90.10848
0.41,Premium,E,SI2,0.617,0.58,6.86,67.4016
1.5,Good,J,SI2,0.636,0.58,8.749,238.93245
0.54,Premium,H,VS1,0.626,0.59,7.378,88.319268
0.51,Ideal,F,VVS2,0.619,0.56,7.6,84.01401000000001
1.02,Good,I,SI1,0.642,0.53,8.294,158.93514
0.41,Ideal,J,VS1,0.602,0.57,6.721,67.88593499999999
0.9,Good,F,SI1,0.624,0.55,8.268,147.89860199999998
1.2,Premium,F,SI2,0.626,0.58,8.674,193.297041
1.38,Premium,H,SI2,0.621,0.6,8.802,222.618564
0.31,Ideal,G,VS2,0.617,0.55,6.332,51.797610000000006
0.31,Ideal,G,VS1,0.627,0.57,6.295,50.69163399999999
1.01,Ideal,F,SI2,0.613,0.57,8.237,158.9024
0.32,Ideal,G,VS2,0.625,0.56,6.33,53.2389
0.7,Very Good,E,VS2,0.628,0.56,8.004,114.449728
0.33,Premium,I,SI1,0.604,0.59,6.073,55.7739
0.4,Premium,F,SI1,0.627,0.57,6.851,64.66824
0.71,Ideal,J,VS1,0.623,0.55,7.643,116.27316
0.3,Very Good,F,VVS1,0.625,0.56,6.525,49.321916
0.54,Ideal,H,VVS1,0.619,0.54,7.481,88.7922
1.51,Premium,H,SI1,0.606,0.59,9.261,248.42025
0.3,Ideal,H,SI1,0.619,0.54,6.242,50.130472
0.36,Premium,E,SI2,0.606,0.59,6.474,58.568206
0.71,Ideal,G,IF,0.609,0.57,8.227,116.653446
1.19,Very Good,H,VS2,0.611,0.58,8.827,192.638784
0.5,Premium,D,VS2,0.614,0.59,7.52,82.89697500000001
1.0,Premium,G,SI1,0.608,0.58,8.48,164.25828000000004
0.33,Premium,G,VVS2,0.617,0.58,6.623,52.778336
0.5,Ideal,F,VS2,0.629,0.55,7.459,83.49081600000001
0.36,Premium,E,SI2,0.615,0.58,6.474,59.280912
0.92,Premium,H,VS2,0.613,0.58,8.313,148.500972
0.51,Premium,D,SI1,0.603,0.59,7.358,85.23216
0.93,Premium,F,SI1,0.623,0.58,8.383,148.376856
0.7,Ideal,E,VS1,0.622,0.58,8.104,114.609978
0.35,Ideal,F,VS1,0.628,0.54,6.625,58.02119999999999
0.7,Very Good,D,SI1,0.618,0.55,7.911,117.16704
1.51,Ideal,F,VVS2,0.626,0.57,9.726,243.8552
0.3,Premium,E,VS1,0.613,0.59,6.815,48.92553600000001
0.41,Premium,D,SI2,0.623,0.58,6.526,66.925008
1.03,Ideal,G,VS1,0.624,0.56,8.908,167.91720400000003
0.35,Ideal,I,VVS2,0.624,0.54,6.38,57.613446
0.39,Ideal,D,VVS2,0.6,0.56,6.926,65.574621
0.51,Ideal,D,VS2,0.614,0.57,7.448,83.647728
1.03,Very Good,E,SI2,0.617,0.5489999999999999,8.593,168.897992
0.39,Premium,F,VS1,0.606,0.55,6.996,64.978848
1.5,Very Good,G,VS1,0.624,0.57,9.501,240.276776
0.56,Very Good,G,VS1,0.605,0.59,7.506,89.37792
0.4,Very Good,G,VS2,0.628,0.61,6.693,63.136532
0.51,Very Good,G,VVS2,0.626,0.59,7.478,82.80857200000001
1.01,Very Good,H,VS2,0.616,0.57,8.593,163.470384
0.6,Ideal,D,VS2,0.622,0.53,7.777,99.842496
0.7,Very Good,E,SI2,0.595,0.56,7.732,116.057655
0.82,Premium,F,SI1,0.624,0.56,7.994,134.414852
0.35,Ideal,H,VS2,0.617,0.56,6.347,58.89428999999999
0.3,Ideal,E,VVS2,0.617,0.57,6.671,49.943418
1.57,Ideal,I,SI1,0.622,0.56,9.272,256.628862
0.7,Very Good,F,SI1,0.618,0.58,7.71,114.162048
0.84,Premium,G,SI2,0.626,0.58,7.853,134.77425
0.34,Ideal,H,VS1,0.627,0.57,6.39,55.820800000000006
0.51,Premium,D,VS2,0.611,0.59,7.54,82.956288
1.02,Very Good,E,VS2,0.606,0.61,8.759,162.917188
0.36,Ideal,D,SI1,0.627,0.57,6.497,59.598396
0.36,Ideal,F,VVS2,0.615,0.56,6.798,59.540916
1.21,Ideal,F,SI1,0.623,0.557,8.929,197.965
0.32,Premium,G,VS2,0.626,0.6,6.33,51.350336000000006
0.38,Premium,I,VS2,0.617,0.59,6.45,60.8304
1.11,Premium,H,VS2,0.617,0.58,8.603,182.572776
1.5,Premium,G,VS1,0.627,0.58,9.528,239.8032
1.07,Very Good,I,SI1,0.607,0.61,8.352,172.4877
0.43,Ideal,D,VS1,0.621,0.56,7.096,71.33089
0.9,Good,H,SI2,0.624,0.61,8.058,139.63610700000004
1.2,Ideal,G,VS1,0.624,0.57,9.071,195.48096
1.35,Premium,H,VS1,0.605,0.6,9.076,223.424936
1.52,Ideal,E,VS2,0.624,0.55,9.648,249.84624
0.56,Premium,G,SI1,0.588,0.59,7.273,92.09484
1.03,Good,I,VS2,0.6,0.62,8.48,167.15076
1.69,Ideal,G,SI1,0.618,0.53,9.379,281.2608
1.08,Ideal,E,VVS1,0.615,0.58,9.546,177.11668799999998
0.53,Very Good,E,SI1,0.63,0.55,7.25,86.5319
0.35,Premium,F,VS2,0.618,0.58,6.56,56.293888
0.43,Premium,E,SI1,0.615,0.6,6.854,68.62168
0.61,Ideal,E,VVS1,0.599,0.61,8.075,101.03775
1.51,Ideal,G,SI2,0.618,0.57,8.868,244.591138
0.3,Ideal,D,SI1,0.621,0.56,6.564,49.89892
1.0,Premium,D,SI1,0.622,0.58,8.536,152.193916
0.33,Ideal,G,VVS1,0.618,0.59,6.687,55.02336
0.39,Ideal,F,SI1,0.613,0.56,6.561,65.65571100000001
1.03,Premium,H,VS2,0.618,0.58,8.652,166.248936
0.8,Very Good,I,VS2,0.62,0.58,7.949,127.61322000000004
0.8,Ideal,H,VS1,0.626,0.55,8.1,129.45190000000002
0.57,Premium,F,SI1,0.607,0.58,7.359,92.38924800000002
0.23,Good,F,VVS2,0.645,0.55,6.052,36.663824
0.33,Ideal,E,SI1,0.625,0.55,6.361,54.48313
1.01,Premium,E,VS1,0.608,0.59,8.965,162.574944
0.33,Ideal,G,IF,0.613,0.55,6.852,55.889724
0.42,Ideal,G,VS1,0.618,0.57,6.825,68.570766
0.71,Very Good,E,SI1,0.631,0.59,7.8,116.01085
0.31,Premium,E,VVS1,0.589,0.59,6.876,51.76281600000001
0.7,Ideal,F,SI1,0.618,0.54,7.877,116.22705
1.03,Premium,D,SI1,0.612,0.54,8.709,173.516466
0.7,Very Good,D,VS2,0.633,0.56,7.947,110.61792
0.31,Ideal,E,VVS2,0.616,0.57,6.704,50.711228000000006
0.76,Ideal,I,SI1,0.619,0.56,7.766,124.86473999999998
0.43,Very Good,F,VS2,0.612,0.59,6.808,70.005276
0.7,Ideal,H,VVS1,0.612,0.57,7.989,113.588332
0.86,Good,F,SI2,0.643,0.6,7.944,136.04734499999998
1.04,Good,G,VS1,0.638,0.57,8.861,168.31168
1.53,Premium,I,VS1,0.612,0.59,9.22,248.062347
0.41,Very Good,H,IF,0.629,0.54,7.079,66.30643800000001
0.76,Ideal,E,SI1,0.618,0.57,8.061,124.096496
1.04,Ideal,F,SI2,0.622,0.56,8.476,168.01992
1.25,Very Good,F,IF,0.603,0.58,9.543,206.479536
0.32,Ideal,G,VS1,0.623,0.55,6.719,52.49244
0.31,Premium,G,SI1,0.617,0.55,6.385,51.67962
0.7,Very Good,E,VS1,0.636,0.57,8.056,113.47347000000002
1.76,Premium,E,SI2,0.621,0.58,9.167,278.11476
2.0,Premium,I,VS2,0.607,0.6,9.714,315.840432
1.25,Ideal,I,VS2,0.6,0.57,8.475,209.94082200000005
0.53,Ideal,I,SI1,0.616,0.5660000000000001,7.027,86.79807900000002
0.5,Ideal,E,SI2,0.607,0.56,7.215,84.09045600000002
1.2,Premium,E,SI1,0.625,0.56,8.816,190.681425
0.51,Very Good,F,VS2,0.62,0.58,7.378,82.02980800000002
1.0,Premium,G,SI1,0.602,0.59,8.395,161.15579999999997
0.39,Good,G,VS2,0.634,0.57,6.668,63.785195
0.36,Ideal,E,VS2,0.619,0.56,6.921,59.233032
1.0,Good,F,SI1,0.638,0.57,8.485,155.852991
1.1,Premium,D,SI1,0.607,0.55,8.775,184.519632
1.05,Very Good,H,SI1,0.602,0.62,8.527,168.77541599999998
0.4,Ideal,D,VS2,0.613,0.57,6.957,66.1599
0.45,Premium,I,VS1,0.623,0.58,6.942,71.037648
0.91,Good,I,VS2,0.642,0.55,8.098,146.340264
0.75,Ideal,J,SI2,0.608,0.57,7.573,124.196286
0.62,Ideal,F,VS1,0.619,0.55,7.76,96.063786
0.81,Premium,G,SI2,0.617,0.57,7.817,130.936608
0.32,Ideal,G,VVS2,0.619,0.57,6.842,52.538976000000005
0.34,Ideal,H,VVS2,0.622,0.55,6.78,56.121408
1.03,Ideal,E,SI2,0.623,0.56,8.468,169.634752
1.0,Good,J,VS2,0.643,0.59,8.183,156.13616699999997
0.46,Ideal,D,VS1,0.626,0.56,7.401,75.25385999999999
0.39,Ideal,J,SI1,0.626,0.53,6.29,64.805832
1.57,Ideal,I,VS2,0.615,0.56,9.202,262.170972
0.33,Ideal,F,VVS1,0.619,0.55,6.845,55.023912
1.22,Premium,E,SI2,0.625,0.55,8.719,201.87882
0.73,Premium,F,VS1,0.619,0.56,7.993,119.806848
1.23,Premium,H,VVS2,0.628,0.56,8.988,202.81998
0.72,Ideal,E,VS2,0.615,0.56,8.189,119.344372
1.7,Premium,I,VVS2,0.618,0.61,9.348,264.5715
0.38,Very Good,F,VS1,0.597,0.61,6.896,62.33619700000001
0.36,Ideal,F,VS2,0.62,0.55,6.588,58.97437
1.33,Ideal,G,VS1,0.599,0.573,9.281,221.98148
0.25,Ideal,F,VVS1,0.609,0.57,6.354,41.181392
0.36,Ideal,F,SI1,0.616,0.56,6.576,59.75092200000001
