weight,quality,color,clarity,table_percent,price,depth_percent
0.71,Premium,E,SI1,0.55,2.059876386184996,0.608
0.32,Ideal,D,VS2,0.56,1.8917556223867307,0.611
0.4,Very Good,E,VS2,0.58,1.8980695339214695,0.63
0.62,Premium,G,I1,0.6,1.9224952912171096,0.588
0.31,Ideal,G,VVS1,0.53,1.8977697737273784,0.626
0.43,Ideal,H,SI1,0.57,1.8831224752420277,0.625
1.0,Premium,H,SI1,0.6,2.1377104498038118,0.583
0.51,Ideal,E,VS1,0.53,2.0072739933777735,0.615
0.34,Premium,D,SI2,0.59,1.8292158062720085,0.592
1.0,Good,F,SI1,0.64,2.132508262616528,0.581
1.0,Very Good,E,SI2,0.58,2.127636290529504,0.626
0.36,Ideal,E,SI1,0.56,1.9016596649279132,0.616
0.51,Good,E,VVS2,0.5770000000000001,2.0583455783851017,0.606
0.51,Very Good,E,SI1,0.61,1.9843063465647972,0.632
1.01,Good,H,VS2,0.58,2.1495504568249837,0.644
1.78,Very Good,F,SI1,0.57,2.253604910772327,0.606
0.81,Ideal,G,IF,0.54,2.1360581420987317,0.624
1.0,Premium,G,SI1,0.61,2.103890222082146,0.601
1.02,Premium,J,VS2,0.6,2.1044999410206127,0.589
0.23,Good,E,VVS1,0.65,1.8056623743970464,0.599
0.27,Very Good,F,VVS2,0.59,1.8534815278560517,0.623
1.0,Ideal,F,SI1,0.55,2.1406542258478254,0.624
1.24,Very Good,J,I1,0.55,2.0776900086410297,0.619
1.02,Very Good,E,SI2,0.59,2.127040520479115,0.631
0.32,Ideal,F,VVS1,0.55,1.931231514514649,0.618
1.04,Ideal,G,VS1,0.56,2.174751721484161,0.611
0.5,Premium,D,VS2,0.59,2.0107611213749297,0.614
1.02,Ideal,D,VS1,0.57,2.200552367428894,0.626
0.32,Good,D,SI1,0.55,1.852854568587866,0.635
1.0,Fair,G,VS2,0.57,2.152924318439639,0.676
1.5,Good,J,VS1,0.61,2.200552367428894,0.607
0.31,Ideal,D,SI1,0.54,1.8864634046973525,0.63
0.91,Very Good,D,SI1,0.59,2.1310847748316744,0.628
0.32,Ideal,E,IF,0.55,1.9457672817074025,0.626
1.06,Premium,D,VS2,0.55,2.188295946591918,0.593
0.32,Premium,E,VS1,0.58,1.9338375678210442,0.62
0.54,Very Good,F,SI1,0.58,2.0245892901316855,0.635
1.23,Ideal,G,VS1,0.58,2.21025048179125,0.618
0.29,Ideal,E,VVS1,0.55,1.910282971412162,0.627
0.33,Ideal,D,VS2,0.56,1.9329696377795786,0.619
0.55,Ideal,G,VS1,0.57,2.01156411927675,0.615
0.33,Premium,G,VS1,0.59,1.9095425048844386,0.619
0.91,Premium,D,SI2,0.6,2.1170985328569345,0.611
0.9,Very Good,E,VVS2,0.57,2.179060606708548,0.637
0.52,Ideal,H,SI1,0.56,1.9603764345208963,0.615
0.34,Ideal,I,VS1,0.55,1.8435609677913183,0.618
2.12,Premium,J,SI2,0.61,2.241135130677823,0.623
0.36,Good,F,VS1,0.6,1.924394627020762,0.636
0.71,Ideal,F,SI1,0.55,2.048982334195127,0.627
0.51,Ideal,D,VS2,0.55,2.020222182019865,0.627
1.5,Premium,J,VS2,0.6,2.1886322129180145,0.596
0.31,Ideal,G,IF,0.55,1.930941533361392,0.616
0.34,Ideal,E,VS1,0.57,1.937301774518713,0.614
0.52,Ideal,H,SI1,0.55,1.9638903885197336,0.617
0.37,Premium,H,SI1,0.58,1.8719560112223317,0.63
0.9,Very Good,H,SI1,0.57,2.097035850080787,0.628
0.42,Ideal,D,VVS1,0.55,1.9938836533181894,0.618
1.5,Fair,E,SI2,0.62,2.189528370701749,0.696
0.7,Ideal,F,VVS2,0.55,2.066989333740596,0.619
1.06,Premium,F,VS1,0.6,2.191206505010656,0.588
0.57,Ideal,E,VS1,0.55,2.0403108244767973,0.619
0.72,Ideal,H,VVS1,0.56,2.0852993511639957,0.614
0.71,Ideal,F,VS1,0.57,2.088277390342235,0.626
1.37,Ideal,J,VS2,0.57,2.1599841243950233,0.63
0.59,Ideal,F,SI2,0.57,1.9772703790687098,0.601
0.32,Ideal,H,VS2,0.56,1.8341801851120072,0.612
0.52,Ideal,D,VS2,0.57,2.0159691187242625,0.618
0.62,Premium,G,SI1,0.58,1.9960599327407849,0.599
0.32,Ideal,I,IF,0.54,1.9113187042856943,0.608
0.9,Good,D,SI1,0.56,2.105718264758055,0.641
0.52,Ideal,E,VS1,0.56,2.020487398836165,0.613
0.32,Ideal,G,VS1,0.55,1.8718021769015913,0.62
0.31,Ideal,E,VVS2,0.55,1.8980695339214695,0.616
0.53,Ideal,G,SI1,0.54,1.9669724867847147,0.63
1.81,Premium,E,SI2,0.61,2.2528695007481128,0.582
2.1,Premium,I,SI1,0.61,2.2675794837952306,0.599
0.88,Ideal,I,SI1,0.56,2.0930978681273213,0.617
0.38,Very Good,H,VVS1,0.57,1.9289093073752885,0.6
0.44,Premium,F,VS2,0.62,1.9352824459802302,0.612
1.2,Premium,H,SI2,0.58,2.150598735996164,0.622
0.43,Ideal,D,VS1,0.55,1.9595312450072784,0.621
1.3,Fair,E,I1,0.58,2.0607682764142146,0.665
0.3,Ideal,G,IF,0.57,1.9110228900548727,0.61
0.31,Ideal,F,IF,0.57,1.9129441202327666,0.623
0.42,Premium,E,SI1,0.58,1.9315214116032138,0.623
0.51,Very Good,G,VS2,0.57,1.974497605907226,0.626
0.42,Good,D,SI2,0.57,1.8690291047193557,0.632
0.32,Ideal,E,VVS2,0.56,1.9113187042856943,0.624
0.3,Premium,H,VS2,0.58,1.817914426704906,0.623
1.08,Ideal,G,VS2,0.57,2.156518316859262,0.621
0.7,Premium,E,SI1,0.6,2.054251930606176,0.62
0.38,Ideal,E,VS2,0.57,1.890246415942709,0.619
0.5,Ideal,E,SI1,0.61,1.9732473452734323,0.591
0.7,Premium,H,I1,0.59,2.0002630438027498,0.6
1.11,Premium,H,SI2,0.6,2.1338113487453594,0.616
0.85,Premium,F,VVS2,0.6,2.12835074638271,0.612
0.35,Good,H,VS2,0.57,1.8816001732278445,0.637
0.8,Ideal,F,VS1,0.56,2.125967239116769,0.622
0.7,Very Good,F,VS2,0.56,2.043684821967717,0.635
1.07,Good,F,SI2,0.64,2.122261538862764,0.587
0.43,Ideal,I,VVS1,0.54,1.908504929752445,0.616
0.66,Very Good,F,SI2,0.54,1.971160097594346,0.616
0.55,Ideal,D,SI1,0.56,1.9994509159833431,0.613
0.31,Fair,F,SI1,0.56,1.8603522606936667,0.647
0.31,Premium,E,VVS2,0.58,1.902704363179782,0.619
1.58,Ideal,H,VS1,0.57,2.2558079014351167,0.604
2.0,Good,J,SI1,0.58,2.2111274825052107,0.641
0.72,Good,E,SI2,0.56,2.046918349974276,0.579
0.3,Good,G,VS1,0.55,1.895218177596285,0.638
0.31,Ideal,H,VS1,0.57,1.8791596595088884,0.617
1.51,Fair,G,VS1,0.66,2.248023305001363,0.608
1.26,Premium,E,SI2,0.6,2.1434721213369725,0.603
0.3,Premium,H,VS2,0.59,1.8578592709325787,0.627
0.71,Ideal,G,SI2,0.56,2.0445912642440898,0.623
0.79,Premium,F,SI1,0.54,2.074303363823712,0.623
0.51,Premium,D,SI2,0.58,1.9659928491722567,0.62
0.9,Good,G,VVS1,0.55,2.126444395275172,0.64
0.29,Very Good,G,VS1,0.59,1.8705706496523449,0.581
0.73,Ideal,F,VVS1,0.54,2.1152911945735333,0.618
0.5,Premium,E,SI1,0.59,1.981690886336151,0.62
1.25,Premium,G,VVS1,0.58,2.1869497493951213,0.62
0.77,Ideal,D,VS2,0.56,2.107907513990507,0.618
0.35,Premium,D,VS2,0.58,1.9414717424563819,0.604
1.06,Ideal,E,VS2,0.57,2.209921408130626,0.613
0.51,Ideal,H,VVS2,0.57,1.9961957930765688,0.61
0.32,Premium,I,IF,0.58,1.9113187042856943,0.603
0.8,Premium,G,SI2,0.55,2.056428767370763,0.621
0.41,Very Good,E,SI1,0.61,1.8806856784224564,0.593
0.7,Ideal,G,VS1,0.56,2.082935430934092,0.615
0.31,Ideal,D,VS1,0.57,1.9194194923806482,0.601
0.24,Very Good,E,VVS2,0.6,1.8196988379172965,0.611
0.78,Premium,F,VS1,0.58,2.0974042420540084,0.615
1.0,Ideal,J,SI1,0.62,2.1133597598832967,0.592
1.8,Ideal,F,SI1,0.54,2.2722289729791467,0.614
1.15,Premium,H,SI2,0.58,2.089020516460159,0.604
0.36,Ideal,D,VS1,0.55,1.8962696234310423,0.618
0.53,Ideal,E,VS2,0.55,2.0083482515715905,0.613
1.39,Ideal,J,VS2,0.57,2.168024599598351,0.603
0.32,Ideal,H,VS1,0.55,1.873339456220478,0.621
0.32,Ideal,F,VS2,0.57,1.8946168546677629,0.63
0.54,Ideal,D,SI2,0.57,1.9640306901685083,0.613
0.42,Premium,G,VS2,0.58,1.944623607529848,0.62
0.35,Ideal,G,VVS1,0.56,1.9119100703585168,0.608
0.32,Ideal,D,VVS2,0.55,1.9471950375181877,0.616
0.54,Ideal,G,IF,0.56,2.039400492142652,0.615
0.4,Ideal,F,VVS1,0.56,1.965852822566973,0.607
0.71,Premium,G,SI2,0.55,2.0266998304217756,0.623
1.01,Good,F,SI2,0.63,2.1190227667639583,0.582
0.61,Premium,F,SI2,0.58,1.9803115757726457,0.609
1.01,Very Good,G,VS2,0.57,2.157328080336907,0.632
0.41,Very Good,D,SI1,0.63,1.8832745780638283,0.603
1.23,Ideal,H,SI1,0.58,2.1857141412626304,0.623
1.51,Good,D,I1,0.64,2.1649309276952504,0.57
1.5,Very Good,I,VS1,0.59,2.222133968596419,0.622
0.41,Premium,F,VS1,0.58,1.9336929651167216,0.599
0.52,Ideal,E,SI1,0.57,2.003100308423113,0.609
1.22,Premium,F,VVS1,0.58,2.237406366969051,0.619
1.13,Ideal,G,VS1,0.54,2.187174241482718,0.617
1.18,Premium,J,SI2,0.6,2.1234584270966104,0.613
1.51,Good,H,SI2,0.64,2.1861636299767944,0.599
0.53,Ideal,E,SI1,0.54,1.9701845557428863,0.612
1.16,Ideal,I,SI1,0.56,2.1339297269639057,0.617
0.85,Ideal,F,VS2,0.57,2.1041341542702074,0.624
0.52,Good,D,SI1,0.55,1.9989091307879152,0.637
0.74,Very Good,E,SI2,0.58,2.0454968856268985,0.63
0.42,Ideal,H,VS2,0.54,1.892057190543419,0.621
0.57,Ideal,H,VVS1,0.56,2.0316945831821016,0.609
0.5,Ideal,H,VS2,0.55,2.023003456576133,0.623
1.7,Ideal,H,SI2,0.59,2.2188773439205605,0.619
0.5,Fair,F,I1,0.58,1.8626838075647536,0.685
1.51,Ideal,H,VS2,0.58,2.229261428575202,0.614
1.02,Premium,D,SI2,0.59,2.1377104498038118,0.625
0.32,Ideal,E,VVS1,0.55,1.9105790045700375,0.607
1.01,Very Good,F,SI1,0.61,2.139713160021404,0.61
0.91,Premium,H,SI1,0.6,2.1051092884284137,0.622
0.32,Ideal,E,VS2,0.55,1.8937141917510485,0.621
0.4,Ideal,G,VVS1,0.57,1.940897607231769,0.615
0.52,Very Good,E,VS2,0.57,2.0057950015115376,0.609
1.02,Very Good,H,VS1,0.57,2.162863149818908,0.63
1.03,Premium,I,VS1,0.59,2.1445267883357704,0.604
0.3,Premium,H,VS2,0.61,1.8578592709325787,0.609
1.07,Premium,D,SI1,0.58,2.157443707324375,0.618
1.01,Ideal,G,VS2,0.56,2.162172939277301,0.625
0.5,Very Good,G,VVS2,0.57,2.0153029405635916,0.614
0.41,Very Good,D,SI2,0.58,1.8757941981711288,0.627
1.04,Premium,I,SI2,0.57,2.108514789165543,0.62
0.9,Fair,G,SI1,0.57,2.1037682336708934,0.645
0.9,Premium,G,VS1,0.58,2.1338113487453594,0.627
1.1,Ideal,G,VS1,0.58,2.1966688674024963,0.62
0.51,Ideal,F,VVS2,0.57,2.034182635274221,0.624
2.01,Premium,G,VS2,0.59,2.276651710967541,0.606
1.01,Very Good,G,VS2,0.6,2.1536209398540875,0.625
1.01,Premium,G,SI1,0.59,2.147450596044055,0.602
1.25,Premium,J,SI1,0.58,2.145931282948669,0.62
0.74,Very Good,E,SI2,0.57,2.0608956243927374,0.61
0.71,Ideal,G,VS2,0.56,2.0919875108483543,0.618
0.72,Good,I,VS2,0.59,2.032611954323038,0.633
0.32,Ideal,I,SI2,0.55,1.7776605448485534,0.617
1.02,Ideal,F,SI2,0.57,2.1269213238641576,0.624
1.01,Very Good,E,VS2,0.57,2.1737284708690416,0.604
0.31,Ideal,I,SI1,0.56,1.8046756944946014,0.613
0.52,Very Good,E,SI2,0.54,1.9489056580351118,0.618
0.3,Premium,H,VVS1,0.58,1.8539514894845026,0.613
0.4,Ideal,G,VS2,0.54,1.8983692042863132,0.623
0.32,Good,F,VS2,0.57,1.8670215370618484,0.636
1.02,Ideal,D,SI1,0.53,2.1372386404060526,0.621
0.51,Ideal,E,VVS2,0.59,2.060131293145336,0.624
0.81,Premium,F,SI1,0.59,2.089391872533004,0.61
1.51,Very Good,G,VS2,0.57,2.2473894575260958,0.635
1.59,Ideal,I,SI2,0.551,2.206514624243312,0.605
1.0,Ideal,I,SI1,0.55,2.132271155324368,0.618
0.42,Good,H,SI1,0.58,1.8796177097497393,0.632
0.83,Premium,G,VS1,0.58,2.1027917902880513,0.588
1.05,Premium,D,SI2,0.58,2.145229282217839,0.589
2.0,Very Good,J,SI2,0.55,2.2380465718564744,0.619
0.77,Very Good,J,SI2,0.56,2.028279817583903,0.612
1.06,Premium,G,VS2,0.59,2.1596380836741127,0.623
0.46,Ideal,F,VS1,0.56,2.002020394711251,0.617
0.23,Very Good,F,VVS1,0.58,1.8362547091146062,0.614
0.35,Premium,E,IF,0.61,1.952460079919046,0.59
0.39,Ideal,G,VS1,0.56,1.8905484395028425,0.613
1.74,Premium,H,SI2,0.59,2.2293690306627867,0.599
2.16,Premium,I,SI1,0.6,2.2817699532801257,0.585
0.3,Premium,E,VS2,0.6,1.9077631449843613,0.62
0.9,Very Good,D,VS1,0.58,2.167223455063369,0.622
1.0,Premium,E,SI1,0.6,2.1519947343615446,0.628
0.46,Ideal,F,SI2,0.54,1.8917556223867307,0.615
1.1,Premium,I,SI2,0.59,2.102913897864978,0.629
0.41,Ideal,E,VS1,0.54,1.9530276168241774,0.62
0.51,Good,G,SI2,0.54,1.9367252394782408,0.636
1.04,Very Good,D,SI2,0.59,2.122860162047357,0.582
0.45,Ideal,G,VS1,0.58,1.9403231421865295,0.628
0.3,Ideal,I,SI1,0.56,1.787751447830516,0.623
0.53,Very Good,G,SI2,0.58,1.9423323277074294,0.608
0.3,Ideal,H,IF,0.56,1.8929613497370223,0.608
0.31,Good,D,SI1,0.54,1.8479822603243332,0.639
1.02,Very Good,E,VS2,0.57,2.1778152060380958,0.625
0.3,Very Good,G,SI1,0.59,1.808780453562358,0.629
1.01,Good,H,SI1,0.57,2.1295403729803004,0.629
1.02,Good,H,SI2,0.6,2.1065702090680887,0.644
2.0,Very Good,I,VS2,0.6,2.2768569444213145,0.631
0.3,Ideal,I,VVS1,0.57,1.8427693901358,0.613
0.51,Very Good,F,VS2,0.58,1.9957881566825826,0.61
0.74,Good,E,VS1,0.58,2.0726686573924074,0.631
1.02,Premium,E,VS2,0.6,2.163897573220152,0.603
1.9,Ideal,I,SI2,0.55,2.241347783522856,0.609
0.4,Ideal,G,SI1,0.57,1.8872211527066338,0.627
1.19,Ideal,H,VS1,0.54,2.188071706205285,0.625
1.21,Ideal,I,VS2,0.6,2.1658485694205747,0.62
1.53,Premium,H,SI1,0.6,2.1901999623992547,0.624
0.54,Very Good,G,SI1,0.57,1.9690684841984654,0.603
1.0,Premium,H,VS2,0.61,2.144292513999452,0.613
0.25,Ideal,E,VVS2,0.56,1.8806856784224564,0.616
1.5,Ideal,H,VS2,0.57,2.2321626286975,0.628
0.51,Premium,D,SI1,0.61,1.9961957930765688,0.599
1.0,Very Good,F,SI2,0.59,2.1092430329166256,0.632
2.0,Premium,E,SI2,0.56,2.2846247676170526,0.618
1.51,Premium,H,IF,0.6,2.2489733235453966,0.602
0.9,Good,J,VS2,0.56,2.066609562864458,0.641
0.9,Premium,D,SI1,0.59,2.120823379458605,0.618
0.54,Ideal,G,VVS1,0.56,2.0270950613076266,0.613
0.51,Ideal,E,VVS1,0.56,2.0892681024975714,0.613
1.09,Ideal,J,VS2,0.57,2.119383148772784,0.613
1.11,Premium,I,SI2,0.61,2.1163759894728984,0.612
0.35,Ideal,D,VS2,0.56,1.9050881545350582,0.618
0.4,Ideal,G,SI2,0.55,1.9214710757497122,0.621
0.42,Ideal,G,VVS1,0.55,1.9627672661217361,0.616
1.0,Premium,E,SI2,0.61,2.1348762485679367,0.614
0.3,Ideal,H,VVS1,0.56,1.9033008439609624,0.626
2.02,Very Good,J,SI1,0.6,2.247706431484056,0.635
0.36,Premium,E,VS2,0.62,1.9345602678597262,0.598
0.24,Very Good,E,VS2,0.56,1.773595498600384,0.608
0.34,Ideal,H,VVS1,0.53,1.890246415942709,0.616
0.5,Very Good,G,SI1,0.59,1.9629077254238845,0.621
0.72,Very Good,D,VS2,0.59,2.066862759472976,0.61
1.0,Premium,F,VS1,0.61,2.1861636299767944,0.623
0.33,Ideal,E,VVS2,0.56,1.9024059893151186,0.609
0.37,Ideal,G,IF,0.55,1.940466789389247,0.614
1.6,Premium,H,SI2,0.6,2.211565694606877,0.624
1.71,Ideal,E,SI2,0.55,2.2491843162669305,0.627
0.27,Very Good,E,VVS1,0.59,1.860974538249528,0.609
1.11,Ideal,H,SI1,0.57,2.15709678624544,0.626
1.11,Very Good,G,VS2,0.56,2.1380641608255977,0.635
0.44,Ideal,E,VS1,0.56,1.9533112645356236,0.615
0.25,Fair,E,VS1,0.64,1.7730862039624338,0.552
0.32,Ideal,J,SI1,0.5489999999999999,1.783559272662715,0.617
1.17,Ideal,H,IF,0.53,2.199444334074532,0.61
0.5,Very Good,E,SI2,0.57,1.9459101490553132,0.599
0.65,Premium,F,VS2,0.62,2.0182308106349396,0.59
0.52,Very Good,E,VS2,0.56,2.0043138189879963,0.633
1.7,Very Good,H,VS2,0.6,2.2473894575260958,0.619
0.31,Ideal,I,SI1,0.56,1.8341801851120072,0.627
0.77,Very Good,D,SI1,0.58,2.086913556518537,0.603
0.3,Good,F,VVS1,0.59,1.9274551846819543,0.637
2.06,Very Good,G,SI2,0.59,2.2821782832163833,0.623
1.09,Premium,H,SI2,0.58,2.133219247360307,0.625
1.67,Ideal,H,VS2,0.55,2.2428350885882717,0.617
2.72,Ideal,J,SI2,0.56,2.2810549744436823,0.621
0.3,Very Good,J,VS1,0.59,1.787751447830516,0.627
1.02,Premium,H,VS2,0.58,2.150132969802369,0.624
1.0,Very Good,F,VS2,0.57,2.166765369851511,0.622
0.28,Ideal,E,VS1,0.57,1.8553600506376497,0.619
0.32,Good,I,SI2,0.56,1.7790118964055524,0.634
1.14,Very Good,D,IF,0.58,2.282790465665866,0.591
0.53,Good,D,SI2,0.55,1.9617834982116034,0.639
1.11,Premium,H,SI1,0.58,2.14112442686742,0.619
0.5,Good,E,SI1,0.55,1.9715778958038912,0.638
1.21,Premium,H,SI1,0.61,2.172476407647025,0.616
0.98,Premium,I,I1,0.6,2.0323499341459854,0.595
1.0,Premium,F,SI1,0.59,2.1406542258478254,0.628
1.2,Ideal,I,SI1,0.56,2.146048235173818,0.622
0.33,Premium,G,VVS2,0.58,1.8905484395028425,0.61
0.54,Ideal,E,VS2,0.55,1.9956522409501274,0.618
0.81,Premium,F,SI1,0.56,2.0770637168938717,0.612
0.75,Very Good,G,SI1,0.59,2.055276914680538,0.623
0.32,Very Good,J,VS2,0.61,1.7874167197939181,0.6
0.5,Very Good,D,SI1,0.6,1.9837562915454279,0.62
0.74,Premium,E,VS2,0.58,2.091493622703977,0.627
1.2,Premium,E,SI1,0.56,2.175092572478769,0.618
0.7,Premium,F,SI2,0.58,2.0427775573082445,0.596
0.53,Very Good,E,SI2,0.62,1.9538783187044901,0.583
0.93,Very Good,D,SI1,0.59,2.1303722703483787,0.608
0.57,Ideal,E,VVS2,0.54,2.050398856227105,0.625
0.38,Premium,G,VS2,0.6,1.9302162123750708,0.592
0.3,Very Good,F,SI1,0.59,1.823258136287426,0.584
0.9,Fair,H,SI1,0.61,2.0913701125451096,0.614
0.47,Ideal,H,VS2,0.54,1.9335483414994328,0.62
0.94,Premium,F,SI1,0.61,2.1359400155850987,0.598
0.47,Ideal,G,VVS1,0.56,1.9822420783027037,0.616
1.51,Very Good,F,SI2,0.6,2.201990977758343,0.632
0.53,Ideal,G,VS1,0.55,2.0060640718750604,0.622
0.52,Ideal,E,SI1,0.56,1.9790685675330486,0.623
0.3,Very Good,F,VVS2,0.57,1.8782429291161922,0.624
0.27,Ideal,D,VVS1,0.57,1.8905484395028425,0.617
1.06,Very Good,F,SI2,0.6,2.133100785001583,0.626
1.25,Ideal,J,VVS2,0.56,2.162863149818908,0.621
1.02,Premium,G,VS2,0.59,2.1499000053283974,0.615
0.34,Premium,G,VS2,0.58,1.8931119634883424,0.612
2.01,Good,H,SI1,0.65,2.2675794837952306,0.609
0.33,Ideal,H,VS1,0.55,1.8553600506376497,0.619
0.44,Premium,I,VS1,0.56,1.9383099117107438,0.628
0.32,Premium,J,VS2,0.59,1.8282521055870808,0.619
0.47,Premium,G,SI1,0.6,1.9403231421865295,0.585
0.74,Ideal,F,SI2,0.57,2.060003847787361,0.606
0.6,Very Good,G,VS1,0.56,2.034313414062088,0.619
2.04,Premium,H,SI2,0.58,2.25758772706331,0.628
0.38,Ideal,I,VVS1,0.5479999999999999,1.8998662105539064,0.624
0.55,Ideal,F,SI1,0.55,1.9715778958038912,0.618
1.0,Good,G,SI1,0.65,2.1144466508785262,0.622
0.34,Good,H,SI1,0.57,1.8629942701565052,0.637
0.52,Premium,E,VS2,0.57,2.0154362117039235,0.623
0.31,Ideal,E,VS1,0.57,1.923956638839441,0.616
0.38,Premium,E,VS1,0.59,1.9326801602844321,0.607
1.15,Very Good,G,VS2,0.58,2.1780417579194453,0.629
1.58,Ideal,H,VS2,0.56,2.2428350885882717,0.614
0.7,Good,H,SI1,0.6,2.0301199863471253,0.633
0.53,Ideal,F,VS2,0.57,2.014502940520925,0.616
1.01,Very Good,H,VS2,0.6,2.146749661435918,0.616
2.03,Ideal,G,SI1,0.5579999999999999,2.2863540798836284,0.601
1.06,Ideal,F,SI2,0.57,2.1314408367902162,0.607
0.61,Ideal,D,VS2,0.56,2.0500127309890237,0.616
0.53,Ideal,G,SI1,0.55,1.9840313568751777,0.61
0.55,Ideal,J,VVS1,0.54,1.9630481649999878,0.624
1.11,Fair,E,SI2,0.61,2.1390067790172265,0.646
0.54,Ideal,G,VVS2,0.55,2.0192933688435577,0.622
0.77,Premium,H,VS1,0.6,2.071031274319866,0.613
0.34,Premium,G,VS2,0.58,1.8547342683894434,0.618
0.23,Good,F,VS1,0.59,1.7910925802403515,0.582
0.33,Ideal,H,IF,0.55,1.9067237210285761,0.62
1.24,Premium,H,SI2,0.59,2.1483844119167457,0.604
1.04,Premium,E,SI2,0.59,2.0954379147644353,0.616
1.52,Good,H,SI1,0.57,2.2211580942983167,0.636
0.36,Premium,F,SI1,0.59,1.8940151699324026,0.611
0.3,Ideal,E,VVS1,0.57,1.9261446639264976,0.606
0.31,Ideal,I,VVS1,0.54,1.8479822603243332,0.614
0.57,Ideal,E,VS2,0.56,2.015702700712829,0.608
0.93,Very Good,F,SI2,0.58,2.09642156171452,0.635
0.41,Very Good,J,VS1,0.55,1.8674851797561907,0.62
0.7,Fair,H,VVS2,0.65,2.06774844308879,0.645
0.34,Premium,H,VS2,0.59,1.8771723470761852,0.59
0.4,Premium,D,VVS2,0.59,1.965852822566973,0.608
2.06,Premium,J,I1,0.58,2.146749661435918,0.612
0.9,Ideal,G,SI1,0.56,2.1086361999591117,0.603
1.01,Ideal,G,VVS1,0.57,2.1931049923752246,0.617
1.26,Good,I,SI2,0.58,2.1410068973379905,0.637
0.41,Premium,G,VS1,0.57,1.9268729430352292,0.624
1.04,Premium,G,IF,0.58,2.206514624243312,0.607
0.33,Ideal,E,SI1,0.56,1.888734928351441,0.624
0.31,Premium,E,SI1,0.6,1.8791596595088884,0.592
0.91,Ideal,J,VS2,0.56,2.09038148171817,0.621
0.44,Premium,D,VS1,0.59,1.9623457698035887,0.602
0.54,Ideal,E,VS2,0.55,2.0076769754505253,0.628
1.22,Very Good,F,SI1,0.58,2.186612916741625,0.605
1.01,Very Good,E,SI2,0.6,2.1497835027360828,0.602
1.01,Good,E,VS2,0.6,2.17065242173322,0.633
0.71,Ideal,E,VS2,0.57,2.0705269242902617,0.622
0.44,Premium,F,SI1,0.58,1.9358598132018119,0.609
0.6,Ideal,G,VVS1,0.56,2.0577070495338297,0.614
0.57,Premium,I,VVS1,0.58,1.9991800600770284,0.621
0.59,Ideal,E,VS2,0.58,2.017034081551219,0.622
1.01,Fair,D,SI1,0.54,2.1360581420987317,0.669
0.42,Very Good,E,VS1,0.55,1.9470523536340902,0.621
1.08,Very Good,G,VS2,0.58,2.1771352422766297,0.606
0.7,Ideal,F,VVS1,0.56,2.1408893539937472,0.61
0.31,Very Good,G,VS1,0.59,1.8622179328766164,0.624
1.1,Ideal,I,SI1,0.55,2.146632791220159,0.616
0.5,Very Good,F,VVS2,0.61,2.0126337810982213,0.604
0.7,Ideal,D,VS2,0.56,2.0854236133573836,0.615
1.02,Premium,F,SI2,0.59,2.122501031140283,0.62
0.44,Ideal,G,SI1,0.57,1.894466467420318,0.615
0.31,Ideal,D,VS1,0.55,1.8949175613306812,0.611
0.31,Ideal,G,VS2,0.56,1.840390890639792,0.614
0.24,Ideal,J,VVS2,0.57,1.8030290614862858,0.628
2.5,Fair,G,I1,0.59,2.205192746985396,0.653
0.52,Very Good,F,VS2,0.57,1.9990446046078068,0.624
0.31,Ideal,I,VS1,0.55,1.8629942701565052,0.628
0.31,Very Good,F,VS1,0.58,1.8537948601475076,0.618
1.02,Premium,H,SI1,0.58,2.1323897159979315,0.619
0.31,Ideal,H,VS2,0.56,1.8292158062720085,0.612
0.32,Ideal,H,VS2,0.57,1.8677941555040527,0.622
0.8,Very Good,H,SI1,0.56,2.0687596933329755,0.638
0.31,Good,D,SI2,0.55,1.8539514894845026,0.637
0.72,Premium,E,SI2,0.59,2.0294631718735947,0.617
0.38,Ideal,E,VVS1,0.532,1.9638903885197336,0.625
0.42,Very Good,F,VS1,0.61,1.937013548547558,0.599
0.9,Ideal,G,SI1,0.58,2.115773470927226,0.608
1.05,Very Good,E,VS2,0.58,2.1775886028193603,0.616
0.57,Very Good,G,VS2,0.55,1.9991800600770284,0.626
0.27,Ideal,E,VS1,0.57,1.8566104415476714,0.616
1.16,Ideal,I,VS2,0.56,2.15501272852691,0.608
1.01,Very Good,F,VS2,0.56,2.168710784437718,0.637
0.32,Ideal,G,SI1,0.56,1.8193746362610284,0.613
1.24,Ideal,I,SI2,0.57,2.0924811551876394,0.625
0.3,Ideal,E,VVS2,0.56,1.9249783130142777,0.608
0.5,Good,F,SI2,0.62,1.9214710757497122,0.577
0.51,Premium,D,VVS2,0.59,2.0512992357335555,0.624
0.83,Good,H,SI2,0.56,2.0474347455447495,0.639
0.33,Ideal,D,VS2,0.56,1.8962696234310423,0.618
0.42,Very Good,F,SI1,0.56,1.8832745780638283,0.631
0.91,Fair,D,VS2,0.58,2.1186622548331173,0.657
0.73,Very Good,I,VS1,0.56,2.0457554840250296,0.624
1.1,Very Good,E,SI2,0.56,2.119623331312668,0.633
1.3,Ideal,H,VS1,0.59,2.2077248119700856,0.613
0.42,Ideal,G,VS2,0.54,1.908356616811869,0.622
0.5,Good,E,SI2,0.55,1.9564260907832889,0.637
1.51,Good,I,VS1,0.6,2.2084941695944504,0.64
